index,open,high,low,close,volume,value
2023-03-01 09:00:00,31024000.0,31036000.0,30989000.0,30989000.0,18.04412915,559464069.53906
2023-03-01 09:01:00,30989000.0,31033000.0,30980000.0,30991000.0,8.67785132,269027232.2698
2023-03-01 09:02:00,30988000.0,31029000.0,30988000.0,31011000.0,6.76327093,209704966.97088
2023-03-01 09:03:00,31011000.0,31036000.0,31010000.0,31029000.0,6.80181063,211023706.53249
2023-03-01 09:04:00,31029000.0,31064000.0,31028000.0,31054000.0,5.5524137,172376827.3103
2023-03-01 09:05:00,31064000.0,31070000.0,31031000.0,31045000.0,6.32074193,196309267.29688
2023-03-01 09:06:00,31045000.0,31060000.0,31033000.0,31052000.0,4.99882367,155195422.72014
2023-03-01 09:07:00,31049000.0,31050000.0,31020000.0,31024000.0,4.7195175,146453750.69735
2023-03-01 09:08:00,31022000.0,31036000.0,30999000.0,31030000.0,5.86781621,181998836.24029
2023-03-01 09:09:00,31032000.0,31032000.0,30999000.0,31000000.0,6.60213488,204710399.9653
2023-03-01 09:10:00,31000000.0,31014000.0,30953000.0,30970000.0,10.45154946,323813490.91035
2023-03-01 09:11:00,30970000.0,30970000.0,30950000.0,30970000.0,6.86416216,212479211.53162
2023-03-01 09:12:00,30960000.0,31030000.0,30955000.0,31016000.0,6.19538903,192036337.72454
2023-03-01 09:13:00,31016000.0,31065000.0,31016000.0,31051000.0,13.21197042,410234435.78289
2023-03-01 09:14:00,31050000.0,31062000.0,31030000.0,31046000.0,7.21295279,223953490.52688
2023-03-01 09:15:00,31046000.0,31046000.0,31017000.0,31024000.0,3.77391503,117130129.19198
2023-03-01 09:16:00,31024000.0,31043000.0,31016000.0,31033000.0,3.53792551,109763252.86145
2023-03-01 09:17:00,31018000.0,31033000.0,31018000.0,31031000.0,3.79148608,117653347.30465
2023-03-01 09:18:00,31031000.0,31060000.0,31031000.0,31048000.0,6.96657033,216246421.13638
2023-03-01 09:19:00,31046000.0,31048000.0,31030000.0,31047000.0,2.56703426,79683986.41934
2023-03-01 09:20:00,31031000.0,31047000.0,31031000.0,31045000.0,2.68600258,83385593.23762
2023-03-01 09:21:00,31045000.0,31045000.0,31033000.0,31044000.0,1.71989892,53390135.81142
2023-03-01 09:22:00,31044000.0,31079000.0,31041000.0,31079000.0,6.47672253,201158794.5186
2023-03-01 09:23:00,31078000.0,31079000.0,31050000.0,31064000.0,2.91971124,90714867.6195
2023-03-01 09:24:00,31064000.0,31064000.0,31044000.0,31045000.0,1.45594418,45213292.16832
2023-03-01 09:25:00,31050000.0,31063000.0,31032000.0,31050000.0,4.6679504,144943884.95423
2023-03-01 09:26:00,31050000.0,31062000.0,31050000.0,31061000.0,1.56696822,48664794.83171
2023-03-01 09:27:00,31050000.0,31074000.0,31050000.0,31074000.0,2.63085274,81713802.48804
2023-03-01 09:28:00,31051000.0,31067000.0,31050000.0,31056000.0,4.269615,132573520.50136
2023-03-01 09:29:00,31050000.0,31061000.0,31038000.0,31043000.0,2.74640873,85262249.25515
2023-03-01 09:30:00,31043000.0,31049000.0,31027000.0,31037000.0,2.90382756,90134393.03018
2023-03-01 09:31:00,31037000.0,31037000.0,31023000.0,31025000.0,1.77259905,54996807.01435
2023-03-01 09:32:00,31025000.0,31070000.0,31024000.0,31069000.0,8.17993211,253920896.76062
2023-03-01 09:33:00,31069000.0,31069000.0,31049000.0,31066000.0,1.27420537,39575612.12291
2023-03-01 09:34:00,31054000.0,31064000.0,31036000.0,31063000.0,1.27443986,39575828.34448
